tic,gic_sub_industry,gic_industry,gic_group,gic_sector,naics_industry,naics_group,naiscs_sector,sic_industry,sic_group,sic_sector
TXG,35203010,352030,3520,35,325413,3254,32,2835,283,28
PNTG,35102020,351020,3510,35,623,623,62,8050,805,80
FREQ,35201010,352010,3520,35,325414,3254,32,2836,283,28
APRE,35201010,352010,3520,35,325414,3254,32,2836,283,28
BRBR,30302010,303020,3030,30,312111,3121,31,2000,200,20
PGNY,35102030,351020,3510,35,621999,6219,62,8090,809,80
BEAM,35201010,352010,3520,35,325414,3254,32,2836,283,28
PHAT,35202010,352020,3520,35,325414,3254,32,2836,283,28
FDMT,35201010,352010,3520,35,325414,3254,32,2836,283,28
OYST,35201010,352010,3520,35,325414,3254,32,2836,283,28
HBT,40101015,401010,4010,40,522110,5221,52,6020,602,60
ETNB,35201010,352010,3520,35,325414,3254,32,2836,283,28
SITM,45301020,453010,4530,45,334413,3344,33,3674,367,36
SPCE,20101010,201010,2010,20,488999,4889,48,4700,470,47
AHCO,35102010,351020,3510,35,423450,4234,42,5047,504,50
BRMK,40204010,402040,4020,40,525990,5259,52,6798,679,67
BILL,45103010,451030,4510,45,518210,5182,51,7370,737,73
REYN,30301010,303010,3030,30,3222,3222,32,2673,267,26
BIPC,55102010,551020,5510,55,221210,2212,22,4932,493,49
SPT,45103010,451030,4510,45,518210,5182,51,7370,737,73
ARNC,15104010,151040,1510,15,3313,3313,33,3350,335,33
IMVT,35201010,352010,3520,35,325414,3254,32,2836,283,28
ONEM,35102015,351020,3510,35,621112,6211,62,8011,801,80
ARQT,35201010,352010,3520,35,325412,3254,32,2834,283,28
PPD,35203010,352030,3520,35,541714,5417,54,8731,873,87
SDGR,35103010,351030,3510,35,511210,5112,51,7372,737,73
BDTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
RVMD,35201010,352010,3520,35,325414,3254,32,2836,283,28
PASG,35201010,352010,3520,35,325414,3254,32,2836,283,28
VRT,20104010,201040,2010,20,334419,3344,33,3679,367,36
PAE,20101010,201010,2010,20,5419,5419,54,8700,870,87
OTIS,20106020,201060,2010,20,333921,3339,33,3530,353,35
CARR,20102010,201020,2010,20,333415,3334,33,3585,358,35
AZEK,20102010,201020,2010,20,32191,3219,32,2430,243,24
VNT,45203010,452030,4520,45,334514,3345,33,3824,382,38
ALTG,20107010,201070,2010,20,4238,4238,42,5080,508,50
SLQT,40301010,403010,4030,40,524210,5242,52,6411,641,64
NARI,35101010,351010,3510,35,339112,3391,33,3841,384,38
LUNG,35101020,351010,3510,35,339112,3391,33,3841,384,38
ACCD,35102015,351020,3510,35,621999,6219,62,8090,809,80
ORIC,35201010,352010,3520,35,325414,3254,32,2836,283,28
GDYN,45102010,451020,4510,45,54151,5415,54,7370,737,73
ZNTL,35201010,352010,3520,35,325414,3254,32,2836,283,28
MSGE,50202010,502020,5020,50,711,711,71,7900,790,79
KROS,35201010,352010,3520,35,325412,3254,32,2834,283,28
PLRX,35202010,352020,3520,35,325412,3254,32,2834,283,28
RNA,35201010,352010,3520,35,325414,3254,32,2836,283,28
RPRX,35202010,352020,3520,35,325412,3254,32,2834,283,28
AMTI,35201010,352010,3520,35,325414,3254,32,2836,283,28
VRM,25504050,255040,2550,25,519130,5191,51,7370,737,73
ACEL,25301010,253010,2530,25,713,713,71,7990,799,79
FMTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
AKUS,35201010,352010,3520,35,325414,3254,32,2836,283,28
GBIO,35201010,352010,3520,35,325414,3254,32,2836,283,28
PCVX,35201010,352010,3520,35,325414,3254,32,2836,283,28
EBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
GOCO,40301010,403010,4030,40,524210,5242,52,6411,641,64
RXT,45102030,451020,4510,45,518210,5182,51,7370,737,73
NKTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
BLI,35203010,352030,3520,35,325414,3254,32,2836,283,28
RLAY,35201010,352010,3520,35,325414,3254,32,2836,283,28
ITOS,35201010,352010,3520,35,325414,3254,32,2836,283,28
IAC,50203010,502030,5020,50,519130,5191,51,7370,737,73
LMND,40301040,403010,4030,40,524126,5241,52,6331,633,63
ALXO,35201010,352010,3520,35,325414,3254,32,2836,283,28
NCNO,45103010,451030,4510,45,518210,5182,51,7370,737,73
JAMF,45103010,451030,4510,45,518210,5182,51,7370,737,73
MEG,20201050,202010,2020,20,541380,5413,54,8734,873,87
RKT,40102010,401020,4010,40,522292,5222,52,6162,616,61
VITL,30202030,302020,3020,30,311999,3119,31,2015,201,20
OSH,35102015,351020,3510,35,621,621,62,8000,800,80
BIGC,45102030,451020,4510,45,518210,5182,51,7370,737,73
AFIB,35101010,351010,3510,35,339112,3391,33,3841,384,38
NRIX,35201010,352010,3520,35,325414,3254,32,2836,283,28
ANNX,35201010,352010,3520,35,325414,3254,32,2836,283,28
INZY,35201010,352010,3520,35,325414,3254,32,2836,283,28
NTST,60101070,601010,6010,60,531120,5311,53,6798,679,67
ALVR,35201010,352010,3520,35,325414,3254,32,2836,283,28
DCT,45103010,451030,4510,45,518210,5182,51,7370,737,73
BEPC,55105020,551050,5510,55,2211,2211,22,4911,491,49
KYMR,35201010,352010,3520,35,325414,3254,32,2836,283,28
AOUT,25202010,252020,2520,25,339920,3399,33,3949,394,39
MAXN,45301020,453010,4530,45,334413,3344,33,3674,367,36
OM,35101010,351010,3510,35,334510,3345,33,3845,384,38
SUMO,45103010,451030,4510,45,518210,5182,51,7370,737,73
U,45103010,451030,4510,45,511210,5112,51,7372,737,73
DYN,35201010,352010,3520,35,325414,3254,32,2836,283,28
ATHA,35202010,352020,3520,35,325412,3254,32,2834,283,28
LNSR,35101010,351010,3510,35,334510,3345,33,3845,384,38
FROG,45103020,451030,4510,45,511210,5112,51,7372,737,73
AMWL,35103010,351030,3510,35,519130,5191,51,7370,737,73
BNL,60101010,601010,6010,60,531120,5311,53,6798,679,67
PTVE,15103020,151030,1510,15,3222,3222,32,2650,265,26
TSHA,35201010,352010,3520,35,325414,3254,32,2836,283,28
PMVP,35201010,352010,3520,35,325414,3254,32,2836,283,28
ASO,25504040,255040,2550,25,451110,4511,45,5940,594,59
PRLD,35201010,352010,3520,35,325414,3254,32,2836,283,28
EAR,35101010,351010,3510,35,339113,3391,33,3842,384,38
CCCC,35201010,352010,3520,35,325414,3254,32,2836,283,28
ALGS,35201010,352010,3520,35,325414,3254,32,2836,283,28
CRSR,45202030,452020,4520,45,33411,3341,33,3570,357,35
KRON,35201010,352010,3520,35,325414,3254,32,2836,283,28
STTK,35201010,352010,3520,35,325414,3254,32,2836,283,28
MAX,50203010,502030,5020,50,519130,5191,51,7370,737,73
MCFE,45103020,451030,4510,45,511210,5112,51,7372,737,73
PRAX,35201010,352010,3520,35,325414,3254,32,2836,283,28
ARRY,20104010,201040,2010,20,334519,3345,33,3829,382,38
MSP,45103020,451030,4510,45,518210,5182,51,7370,737,73
LESL,25504040,255040,2550,25,45399,4539,45,5990,599,59
AVIR,35202010,352020,3520,35,325412,3254,32,2834,283,28
GATO,15104045,151040,1510,15,212222,2122,21,1040,104,10
NGMS,25301010,253010,2530,25,511210,5112,51,7372,737,73
ALGM,45301020,453010,4530,45,334413,3344,33,3674,367,36
SHC,35203010,352030,3520,35,541380,5413,54,8734,873,87
MRVI,35203010,352030,3520,35,541713,5417,54,8731,873,87
UPST,40202010,402020,4020,40,522291,5222,52,6141,614,61
CNXC,45102020,451020,4510,45,518210,5182,51,7374,737,73
OLMA,35201010,352010,3520,35,325414,3254,32,2836,283,28
CERT,35103010,351030,3510,35,518210,5182,51,7370,737,73
SEER,35203010,352030,3520,35,541713,5417,54,8731,873,87
AAN,25504060,255040,2550,25,442110,4421,44,5700,570,57
MASS,45203010,452030,4520,45,334516,3345,33,3826,382,38
KNTE,35201010,352010,3520,35,325414,3254,32,2836,283,28
AIRC,60101060,601010,6010,60,531110,5311,53,6798,679,67
SBTX,35201010,352010,3520,35,325414,3254,32,2836,283,28
WOOF,25504040,255040,2550,25,453910,4539,45,5990,599,59
AI,45103010,451030,4510,45,518210,5182,51,7370,737,73
BCAB,35201010,352010,3520,35,325414,3254,32,2836,283,28
SHLS,20104010,201040,2010,20,33441,3344,33,3670,367,36
CGEM,35201010,352010,3520,35,325414,3254,32,2836,283,28
OCDX,35101010,351010,3510,35,334510,3345,33,3845,384,38
DRVN,20201070,202010,2020,20,811111,8111,81,7500,750,75
PLTK,50202020,502020,5020,50,511210,5112,51,7372,737,73
BOLT,35201010,352010,3520,35,325414,3254,32,2836,283,28
ONTF,45103010,451030,4510,45,519130,5191,51,7370,737,73
SGFY,35102015,351020,3510,35,621610,6216,62,8082,808,80
DSP,45103010,451030,4510,45,518210,5182,51,7370,737,73
APR,35102010,351020,3510,35,621610,6216,62,8082,808,80
VOR,35201010,352010,3520,35,325414,3254,32,2836,283,28
CGNT,45103010,451030,4510,45,511210,5112,51,7372,737,73
SANA,35201010,352010,3520,35,325414,3254,32,2836,283,28
VMEO,50203010,502030,5020,50,519130,5191,51,7370,737,73
SBGI,50201020,502010,5020,50,515120,5151,51,4833,483,48
DISH,50201030,502010,5020,50,515210,5152,51,4841,484,48
HA,20302010,203020,2030,20,481111,4811,48,4512,451,45
LSI,60101080,601010,6010,60,531130,5311,53,6798,679,67
PLAY,25301040,253010,2530,25,722,722,72,5810,581,58
WAB,20106010,201060,2010,20,336510,3365,33,3743,374,37
ACTG,20202020,202020,2020,20,533110,5331,53,6794,679,67
RWT,40204010,402040,4020,40,525990,5259,52,6798,679,67
EAF,20104010,201040,2010,20,335991,3359,33,3620,362,36
AAWW,20301010,203010,2030,20,481212,4812,48,4522,452,45
SHO,60101030,601010,6010,60,531120,5311,53,6798,679,67
KFRC,20202010,202020,2020,20,561320,5613,56,7363,736,73
IART,35101010,351010,3510,35,339113,3391,33,3842,384,38
SVC,60101030,601010,6010,60,531120,5311,53,6798,679,67
ACGL,40301040,403010,4030,40,524126,5241,52,6331,633,63
MD,35102015,351020,3510,35,621111,6211,62,8011,801,80
NOVT,45203010,452030,4520,45,334419,3344,33,3679,367,36
ERIE,40301040,403010,4030,40,524298,5242,52,6411,641,64
RE,40301050,403010,4030,40,524130,5241,52,6331,633,63
MYGN,35201010,352010,3520,35,325413,3254,32,2835,283,28
RNR,40301050,403010,4030,40,524130,5241,52,6331,633,63
THG,40301040,403010,4030,40,524126,5241,52,6331,633,63
RICK,25301030,253010,2530,25,722410,7224,72,5810,581,58
POOL,25501010,255010,2550,25,423910,4239,42,5090,509,50
DVA,35102015,351020,3510,35,621492,6214,62,8090,809,80
BANR,40101015,401010,4010,40,522110,5221,52,6020,602,60
OPK,35201010,352010,3520,35,621511,6215,62,8071,807,80
HSIC,35102010,351020,3510,35,423450,4234,42,5047,504,50
SWM,15105020,151050,1510,15,322121,3221,32,2621,262,26
AEIS,45203010,452030,4520,45,334519,3345,33,3829,382,38
EL,30302010,303020,3030,30,325620,3256,32,2844,284,28
WAT,35203010,352030,3520,35,334516,3345,33,3826,382,38
SAM,30201010,302010,3020,30,312120,3121,31,2082,208,20
FFIC,40101015,401010,4010,40,522110,5221,52,6020,602,60
NTAP,45202030,452020,4520,45,334112,3341,33,3572,357,35
NWPX,20103010,201030,2010,20,331210,3312,33,3317,331,33
NVAX,35201010,352010,3520,35,325414,3254,32,2836,283,28
CTXS,45103010,451030,4510,45,511210,5112,51,7372,737,73
NUAN,45103010,451030,4510,45,511210,5112,51,7372,737,73
HTLF,40101015,401010,4010,40,522110,5221,52,6020,602,60
TGTX,35201010,352010,3520,35,325412,3254,32,2834,283,28
MSM,20107010,201070,2010,20,423830,4238,42,5084,508,50
HIG,40301030,403010,4030,40,524126,5241,52,6331,633,63
SCCO,15104025,151040,1510,15,212230,2122,21,1000,100,10
APT,20102010,201020,2010,20,326199,3261,32,3089,308,30
LNDC,30202030,302020,3020,30,311421,3114,31,2033,203,20
CMCO,20106020,201060,2010,20,333923,3339,33,3530,353,35
UNTY,40101015,401010,4010,40,522110,5221,52,6020,602,60
ALXN,35201010,352010,3520,35,325414,3254,32,2836,283,28
CSGS,45102020,451020,4510,45,518210,5182,51,7374,737,73
REV,30302010,303020,3030,30,325620,3256,32,2844,284,28
IRM,60101080,601010,6010,60,531120,5311,53,6798,679,67
HUBG,20301010,203010,2030,20,488510,4885,48,4731,473,47
IDT,50101020,501010,5010,50,517311,5173,51,4813,481,48
CENX,15104010,151040,1510,15,331315,3313,33,3350,335,33
KVHI,45201020,452010,4520,45,517410,5174,51,4899,489,48
CWCO,55104010,551040,5510,55,221310,2213,22,4941,494,49
EPM,10102020,101020,1010,10,211120,2111,21,1311,131,13
LORL,50201030,502010,5020,50,515210,5152,51,4841,484,48
SASR,40101015,401010,4010,40,522110,5221,52,6020,602,60
TRV,40301040,403010,4030,40,524126,5241,52,6331,633,63
TCX,45102030,451020,4510,45,519130,5191,51,7370,737,73
SYKE,45102020,451020,4510,45,518210,5182,51,7374,737,73
FCN,20202020,202020,2020,20,541219,5412,54,8721,872,87
PFBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
TUP,25201050,252010,2520,25,326199,3261,32,3089,308,30
NBIX,35201010,352010,3520,35,325414,3254,32,2836,283,28
SSNC,45103010,451030,4510,45,511210,5112,51,7372,737,73
SBSI,40101015,401010,4010,40,522110,5221,52,6020,602,60
RUSHA,20107010,201070,2010,20,441110,4411,44,5500,550,55
CASI,35201010,352010,3520,35,325412,3254,32,2834,283,28
ANSS,45103010,451030,4510,45,511210,5112,51,7372,737,73
DCOM,40101015,401010,4010,40,522120,5221,52,6035,603,60
FDS,40203040,402030,4020,40,519130,5191,51,7370,737,73
QGEN,35203010,352030,3520,35,334516,3345,33,3826,382,38
CVCY,40101015,401010,4010,40,522110,5221,52,6020,602,60
OCFC,40101015,401010,4010,40,522120,5221,52,6035,603,60
PEGA,45103010,451030,4510,45,511210,5112,51,7372,737,73
STRA,25302010,253020,2530,25,611310,6113,61,8200,820,82
GERN,35201010,352010,3520,35,325414,3254,32,2836,283,28
TTEC,45102020,451020,4510,45,561499,5614,56,7389,738,73
LAMR,60101080,601010,6010,60,531190,5311,53,6798,679,67
GES,25504010,255040,2550,25,3152,3152,31,2330,233,23
CSV,25302020,253020,2530,25,812210,8122,81,7200,720,72
SRCL,20201050,202010,2020,20,562211,5622,56,4955,495,49
MMAC,40102010,401020,4010,40,523999,5239,52,6799,679,67
WLFC,20107010,201070,2010,20,532411,5324,53,7359,735,73
ANF,25504010,255040,2550,25,448140,4481,44,5651,565,56
ENDP,35202010,352020,3520,35,325412,3254,32,2834,283,28
SPPI,35201010,352010,3520,35,325414,3254,32,2836,283,28
ATRS,35202010,352020,3520,35,325412,3254,32,2834,283,28
WTBA,40101015,401010,4010,40,522110,5221,52,6020,602,60
BJRI,25301040,253010,2530,25,722511,7225,72,5812,581,58
HIBB,25504040,255040,2550,25,451110,4511,45,5940,594,59
WTFC,40101015,401010,4010,40,522110,5221,52,6020,602,60
PAG,25504050,255040,2550,25,441110,4411,44,5500,550,55
USNA,30302010,303020,3030,30,325412,3254,32,2834,283,28
TGI,20101010,201010,2010,20,336413,3364,33,3728,372,37
NOV,10101020,101010,1010,10,333132,3331,33,3533,353,35
UNFI,30101020,301010,3010,30,424490,4244,42,5140,514,51
SEAC,45103010,451030,4510,45,511210,5112,51,7372,737,73
PLUS,45203030,452030,4520,45,423430,4234,42,5045,504,50
NUS,30302010,303020,3030,30,325620,3256,32,2844,284,28
STLD,15104050,151040,1510,15,331110,3311,33,3312,331,33
FORR,20202020,202020,2020,20,541910,5419,54,8700,870,87
VSAT,45201020,452010,4520,45,334220,3342,33,3663,366,36
DGX,35102015,351020,3510,35,621511,6215,62,8071,807,80
LAD,25504050,255040,2550,25,441110,4411,44,5500,550,55
DXPE,20107010,201070,2010,20,423840,4238,42,5080,508,50
UBFO,40101015,401010,4010,40,522110,5221,52,6020,602,60
HLIO,20106020,201060,2010,20,332912,3329,33,3490,349,34
CALM,30202030,302020,3020,30,112310,1123,11,200,200,20
NSP,20202010,202020,2020,20,561320,5613,56,7363,736,73
KRC,60101040,601010,6010,60,531120,5311,53,6798,679,67
CERS,35101020,351010,3510,35,325414,3254,32,2836,283,28
VCEL,35201010,352010,3520,35,325414,3254,32,2836,283,28
MTN,25301030,253010,2530,25,713920,7139,71,7990,799,79
CIEN,45201020,452010,4520,45,334210,3342,33,3661,366,36
SLGN,15103010,151030,1510,15,332431,3324,33,3411,341,34
KMX,25504050,255040,2550,25,441120,4411,44,5500,550,55
EEFT,45102020,451020,4510,45,522320,5223,52,6099,609,60
SSB,40101015,401010,4010,40,522110,5221,52,6020,602,60
TTWO,50202020,502020,5020,50,511210,5112,51,7372,737,73
FBC,40102010,401020,4010,40,522120,5221,52,6035,603,60
KNL,20201060,202010,2020,20,337214,3372,33,2522,252,25
RMBS,45301020,453010,4530,45,533110,5331,53,6794,679,67
AMZN,25502020,255020,2550,25,454110,4541,45,5961,596,59
UCBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
ARE,60101040,601010,6010,60,531120,5311,53,6798,679,67
QRVO,45301020,453010,4530,45,334413,3344,33,3674,367,36
SRPT,35201010,352010,3520,35,325414,3254,32,2836,283,28
RL,25203010,252030,2520,25,315,315,31,2300,230,23
MMS,45102020,451020,4510,45,561110,5611,56,8741,874,87
BXP,60101040,601010,6010,60,531120,5311,53,6798,679,67
SLP,35103010,351030,3510,35,511210,5112,51,7372,737,73
INDT,60101020,601010,6010,60,531120,5311,53,6798,679,67
PPBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
FIX,20103010,201030,2010,20,238220,2382,23,1700,170,17
HLX,10101020,101010,1010,10,213112,2131,21,1389,138,13
AROC,10101020,101010,1010,10,333132,3331,33,3533,353,35
HSKA,35101010,351010,3510,35,325413,3254,32,2835,283,28
EGHT,45103010,451030,4510,45,517311,5173,51,4899,489,48
CXW,20201080,202010,2020,20,531120,5311,53,6798,679,67
OZK,40101015,401010,4010,40,522110,5221,52,6020,602,60
JLL,60102040,601020,6010,60,531390,5313,53,6531,653,65
EVBN,40101015,401010,4010,40,522110,5221,52,6020,602,60
QADA,45103010,451030,4510,45,518210,5182,51,7370,737,73
UMPQ,40101015,401010,4010,40,522110,5221,52,6020,602,60
DHIL,40203010,402030,4020,40,523930,5239,52,6282,628,62
BFAM,25302010,253020,2530,25,624410,6244,62,8351,835,83
SLG,60101040,601010,6010,60,531120,5311,53,6798,679,67
PSMT,30101040,301010,3010,30,452319,4523,45,5331,533,53
SIGA,35202010,352020,3520,35,325414,3254,32,2836,283,28
MTOR,20106010,201060,2010,20,336330,3363,33,3714,371,37
PETS,25502020,255020,2550,25,446110,4461,44,5912,591,59
YUM,25301040,253010,2530,25,722513,7225,72,5812,581,58
FARO,45203010,452030,4520,45,334519,3345,33,3829,382,38
PLCE,25504010,255040,2550,25,448130,4481,44,5600,560,56
FCCY,40101015,401010,4010,40,522110,5221,52,6020,602,60
NAT,10102040,101020,1010,10,483111,4831,48,4400,440,44
CAC,40101015,401010,4010,40,522110,5221,52,6020,602,60
NLY,40204010,402040,4020,40,525990,5259,52,6798,679,67
NRC,35102015,351020,3510,35,541990,5419,54,7389,738,73
SRI,25101010,251010,2510,25,334419,3344,33,3679,367,36
OSIS,45203010,452030,4520,45,334519,3345,33,3844,384,38
CHRW,20301010,203010,2030,20,484121,4841,48,4213,421,42
CHH,25301020,253010,2530,25,533110,5331,53,6794,679,67
CSR,60101060,601010,6010,60,531190,5311,53,6798,679,67
DRQ,10101020,101010,1010,10,333132,3331,33,3533,353,35
MBWM,40101015,401010,4010,40,522110,5221,52,6020,602,60
CWST,20201050,202010,2020,20,562111,5621,56,4953,495,49
EPR,60101080,601010,6010,60,531120,5311,53,6798,679,67
GPI,25504050,255040,2550,25,441110,4411,44,5500,550,55
MTD,35203010,352030,3520,35,334516,3345,33,3826,382,38
MOFG,40101015,401010,4010,40,522110,5221,52,6020,602,60
SAH,25504050,255040,2550,25,441110,4411,44,5500,550,55
AMG,40203010,402030,4020,40,523920,5239,52,6282,628,62
CFFI,40101015,401010,4010,40,522110,5221,52,6020,602,60
INGR,30202010,302020,3020,30,311221,3112,31,2040,204,20
POWI,45301020,453010,4530,45,334413,3344,33,3674,367,36
URI,20107010,201070,2010,20,532412,5324,53,7350,735,73
AAIC,40204010,402040,4020,40,523999,5239,52,6799,679,67
NWFL,40101015,401010,4010,40,522110,5221,52,6020,602,60
OVLY,40101015,401010,4010,40,522110,5221,52,6020,602,60
LCNB,40101015,401010,4010,40,522110,5221,52,6020,602,60
HOPE,40101015,401010,4010,40,522110,5221,52,6020,602,60
HFWA,40101015,401010,4010,40,522110,5221,52,6020,602,60
TSBK,40102010,401020,4010,40,522120,5221,52,6036,603,60
MPB,40101015,401010,4010,40,522110,5221,52,6020,602,60
SCS,20201060,202010,2020,20,337214,3372,33,2522,252,25
WPC,60101010,601010,6010,60,531120,5311,53,6798,679,67
RMTI,35101020,351010,3510,35,339113,3391,33,3842,384,38
VRSN,45102030,451020,4510,45,519130,5191,51,7370,737,73
IESC,20103010,201030,2010,20,238210,2382,23,1731,173,17
PRDO,25302010,253020,2530,25,611310,6113,61,8200,820,82
MRCY,20101010,201010,2010,20,334413,3344,33,3674,367,36
PFIS,40101015,401010,4010,40,522110,5221,52,6020,602,60
PWR,20103010,201030,2010,20,238210,2382,23,1731,173,17
COFS,40101015,401010,4010,40,522110,5221,52,6020,602,60
CNXN,45203030,452030,4520,45,454110,4541,45,5961,596,59
SRDX,35101010,351010,3510,35,533110,5331,53,6794,679,67
CIX,20201060,202010,2020,20,332510,3325,33,3420,342,34
OSPN,45103020,451030,4510,45,334290,3342,33,3669,366,36
INO,35201010,352010,3520,35,334510,3345,33,3845,384,38
FHI,40203010,402030,4020,40,523930,5239,52,6282,628,62
TPB,30203010,302030,3020,30,312230,3122,31,2100,210,21
AMCR,15103020,151030,1510,15,326112,3261,32,2670,267,26
NLSN,20202020,202020,2020,20,541910,5419,54,8700,870,87
NCLH,25301020,253010,2530,25,483112,4831,48,4400,440,44
AMT,60101080,601010,6010,60,531120,5311,53,6798,679,67
PAYS,45102020,451020,4510,45,518210,5182,51,7374,737,73
BSRR,40101015,401010,4010,40,522110,5221,52,6020,602,60
BRKL,40101015,401010,4010,40,522110,5221,52,6020,602,60
COLM,25203010,252030,2520,25,315,315,31,2300,230,23
MCBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
UUUU,10102050,101020,1010,10,212291,2122,21,1090,109,10
PGC,40101015,401010,4010,40,522110,5221,52,6020,602,60
MRKR,35201010,352010,3520,35,325414,3254,32,2836,283,28
FGBI,40101015,401010,4010,40,522110,5221,52,6020,602,60
PFBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
HTBK,40101015,401010,4010,40,522110,5221,52,6020,602,60
LBAI,40101015,401010,4010,40,522110,5221,52,6020,602,60
TCFC,40101015,401010,4010,40,522110,5221,52,6020,602,60
MANH,45103010,451030,4510,45,541512,5415,54,7373,737,73
CRAI,20202020,202020,2020,20,541110,5411,54,8111,811,81
AMKR,45301010,453010,4530,45,334413,3344,33,3674,367,36
VTR,60101050,601010,6010,60,531110,5311,53,6798,679,67
SMMF,40101015,401010,4010,40,522110,5221,52,6020,602,60
IOSP,15101050,151010,1510,15,325180,3251,32,2810,281,28
AXTI,45301010,453010,4530,45,334413,3344,33,3674,367,36
CATC,40101015,401010,4010,40,522110,5221,52,6020,602,60
HCKT,45102010,451020,4510,45,541611,5416,54,8742,874,87
HZO,25504040,255040,2550,25,441222,4412,44,5500,550,55
MSTR,45103010,451030,4510,45,511210,5112,51,7372,737,73
EGBN,40101015,401010,4010,40,522110,5221,52,6020,602,60
ORRF,40101015,401010,4010,40,522110,5221,52,6020,602,60
CTSH,45102010,451020,4510,45,541512,5415,54,7370,737,73
RH,25504060,255040,2550,25,442110,4421,44,5712,571,57
DOX,45102010,451020,4510,45,5415,5415,54,7370,737,73
FNLC,40101015,401010,4010,40,522110,5221,52,6020,602,60
CSGP,20202020,202020,2020,20,519130,5191,51,7370,737,73
BOCH,40101015,401010,4010,40,522110,5221,52,6020,602,60
RSG,20201050,202010,2020,20,562111,5621,56,4953,495,49
FMAO,40101015,401010,4010,40,522110,5221,52,6020,602,60
RBCAA,40101015,401010,4010,40,522110,5221,52,6020,602,60
SMED,35102015,351020,3510,35,562211,5622,56,4955,495,49
CCI,60101080,601010,6010,60,531120,5311,53,6798,679,67
EBAY,25502020,255020,2550,25,518210,5182,51,7370,737,73
GS,40203020,402030,4020,40,523110,5231,52,6211,621,62
MFNC,40101015,401010,4010,40,522110,5221,52,6020,602,60
SWBI,25202010,252020,2520,25,332994,3329,33,3480,348,34
FNHC,40301040,403010,4030,40,524126,5241,52,6331,633,63
PB,40101015,401010,4010,40,522110,5221,52,6020,602,60
SNBR,25504060,255040,2550,25,337910,3379,33,2510,251,25
BCOR,40203010,402030,4020,40,523120,5231,52,6211,621,62
GCBC,40102010,401020,4010,40,522120,5221,52,6035,603,60
FCAP,40101015,401010,4010,40,522110,5221,52,6020,602,60
GDEN,25301010,253010,2530,25,713210,7132,71,7990,799,79
EFSC,40101015,401010,4010,40,522110,5221,52,6020,602,60
STL,40101015,401010,4010,40,522110,5221,52,6020,602,60
HT,60101030,601010,6010,60,531110,5311,53,6798,679,67
NVDA,45301020,453010,4530,45,334413,3344,33,3674,367,36
AXL,25101010,251010,2510,25,336350,3363,33,3714,371,37
AUD,50201020,502010,5020,50,515112,5151,51,4832,483,48
EWBC,40101015,401010,4010,40,522110,5221,52,6020,602,60
APTV,25101010,251010,2510,25,336320,3363,33,3714,371,37
EPAY,45103010,451030,4510,45,519130,5191,51,7370,737,73
GBL,40203010,402030,4020,40,523930,5239,52,6282,628,62
KFY,20202010,202020,2020,20,561311,5613,56,7361,736,73
EBTC,40101015,401010,4010,40,522110,5221,52,6020,602,60
MKSI,45301010,453010,4530,45,334513,3345,33,3823,382,38
BKNG,25301020,253010,2530,25,519130,5191,51,7370,737,73
TREX,20102010,201020,2010,20,321219,3212,32,2400,240,24
CFFN,40102010,401020,4010,40,522120,5221,52,6035,603,60
EXTR,45201020,452010,4520,45,334210,3342,33,3576,357,35
HSII,20202010,202020,2020,20,561311,5613,56,7361,736,73
CNX,10102020,101020,1010,10,2111,2111,21,1311,131,13
TOWN,40101015,401010,4010,40,522110,5221,52,6020,602,60
WCC,20107010,201070,2010,20,423610,4236,42,5063,506,50
USCR,15102010,151020,1510,15,327320,3273,32,3270,327,32
FFIV,45201020,452010,4520,45,541512,5415,54,7373,737,73
SKX,25203020,252030,2520,25,316210,3162,31,3140,314,31
SBAC,60101080,601010,6010,60,531190,5311,53,6798,679,67
UTHR,35201010,352010,3520,35,325412,3254,32,2834,283,28
STMP,25502020,255020,2550,25,519130,5191,51,7370,737,73
FISI,40101015,401010,4010,40,522110,5221,52,6020,602,60
JNPR,45201020,452010,4520,45,334118,3341,33,3576,357,35
ECPG,40202010,402020,4020,40,522298,5222,52,6153,615,61
JCOM,45103010,451030,4510,45,519130,5191,51,7370,737,73
VHC,45103010,451030,4510,45,511210,5112,51,7372,737,73
HOFT,25201020,252010,2520,25,33712,3371,33,2510,251,25
BMRN,35201010,352010,3520,35,325414,3254,32,2836,283,28
LII,20102010,201020,2010,20,333415,3334,33,3585,358,35
PRFT,45102010,451020,4510,45,541519,5415,54,7370,737,73
FLWS,25502020,255020,2550,25,454110,4541,45,5961,596,59
NTCT,45201020,452010,4520,45,541512,5415,54,7373,737,73
EGAN,45103010,451030,4510,45,519130,5191,51,7370,737,73
DHC,60101050,601010,6010,60,531110,5311,53,6798,679,67
BLK,40203010,402030,4020,40,523920,5239,52,6282,628,62
CIR,20106020,201060,2010,20,332911,3329,33,3490,349,34
